prompt_id,layer,ctx,kv_head,k_kind,rel,bit_class,abs_delta_k,ek_bin,n_queries,max_es_u0,max_es_future,max_es_lifetime,future_amplified,gain_u0,gain_p50,n_es_nonfinite,fail_s_L1,fail_s_L2,fail_s_L16,fail_s_Lfull
seq_0004,18,64,1,numeric,1e-06,,1.572265725e-07,"[1e-07,1e-06)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0004,18,64,1,numeric,1e-05,,1.572265725e-06,"[1e-06,1e-05)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0004,18,64,1,numeric,0.0001,,1.572265725e-05,"[1e-05,0.0001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0004,18,64,1,numeric,0.001,,0.0001572265725,"[0.0001,0.001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0004,18,64,1,numeric,0.01,,0.001572265725,"[0.001,0.01)",16,0.0002334117889404297,0.0003101825714111328,0.0003101825714111328,True,0.14845568728019815,0.07976270838547929,0,True,True,True,True
seq_0004,18,64,1,numeric,0.1,,0.01572265725,"[0.01,0.1)",16,0.0018665790557861328,0.0024815797805786133,0.0024815797805786133,True,0.11871905785311282,0.06384049477092923,0,True,True,True,True
seq_0004,18,64,1,bitflip,,sign,0.314453125,"[0.1,1)",16,0.03756523132324219,0.04994237422943115,0.04994237422943115,True,0.11946210209589339,0.06421959918457838,0,True,True,True,True
seq_0004,18,64,1,bitflip,,exponent,5.350142683034286e+37,"[10,inf)",16,6.391407492284617e+36,5.578627323110983e+36,6.391407492284617e+36,False,0.11946237457464941,0.0725060634731506,0,True,True,True,True
seq_0004,18,64,1,bitflip,,mantissa,0.0009765625,"[0.0001,0.001)",16,0.00011658668518066406,0.0001550912857055664,0.0001550912857055664,True,0.11938476550275,0.0639648436845,0,True,True,True,True
seq_0004,18,256,1,numeric,1e-06,,1.4648447499999999e-08,"[0,1e-07)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0004,18,256,1,numeric,1e-05,,1.46484475e-07,"[1e-07,1e-06)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0004,18,256,1,numeric,0.0001,,1.46484475e-06,"[1e-06,1e-05)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0004,18,256,1,numeric,0.001,,1.46484475e-05,"[1e-05,0.0001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0004,18,256,1,numeric,0.01,,0.000146484475,"[0.0001,0.001)",16,1.3589859008789062e-05,2.288818359375e-05,2.288818359375e-05,True,0.09277337353337745,0.1062010986500505,0,False,False,True,True
seq_0004,18,256,1,numeric,0.1,,0.0014648447500000001,"[0.001,0.01)",16,0.0001628398895263672,0.0002713203430175781,0.0002713203430175781,True,0.11116528861860746,0.12776683977394854,0,True,True,True,True
seq_0004,18,256,1,bitflip,,sign,0.029296875,"[0.01,0.1)",16,0.003257274627685547,0.005421638488769531,0.005421638488769531,True,0.111181640621205,0.12774861653209785,0,True,True,True,True
seq_0004,18,256,1,bitflip,,exponent,4.9846049841934345e+36,"[10,inf)",16,5.5416827555616065e+35,9.224664103440695e+35,9.224664103440695e+35,True,0.11117596626281738,0.1277487834294637,0,True,True,True,True
seq_0004,18,256,1,bitflip,,mantissa,6.103515625e-05,"[1e-05,0.0001)",16,6.67572021484375e-06,1.1444091796875e-05,1.1444091796875e-05,True,0.10937499820800003,0.13281249782400004,0,False,False,False,False
seq_0005,31,64,1,numeric,1e-06,,7.156250009999999e-06,"[1e-06,1e-05)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0005,31,64,1,numeric,1e-05,,7.15625001e-05,"[1e-05,0.0001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0005,31,64,1,numeric,0.0001,,0.000715625001,"[0.0001,0.001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0005,31,64,1,numeric,0.001,,0.00715625001,"[0.001,0.01)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0005,31,64,1,numeric,0.01,,0.0715625001,"[0.01,0.1)",16,0.00377655029296875,0.013810157775878906,0.013810157775878906,True,0.052772755111108495,0.06452668693130993,0,True,True,True,True
seq_0005,31,64,1,numeric,0.1,,0.715625001,"[0.1,1)",16,0.04342842102050781,0.15882205963134766,0.15882205963134766,True,0.060686003087875806,0.07420968790793298,0,True,True,True,True
seq_0005,31,64,1,bitflip,,sign,14.3125,"[10,inf)",16,0.8647861480712891,3.162644863128662,3.162644863128662,True,0.06042173960322995,0.0738871212088854,0,True,True,True,True
seq_0005,31,64,1,bitflip,,exponent,7.15625,"[1,10)",16,0.43239307403564453,1.5813226699829102,1.5813226699829102,True,0.06042173960322573,0.07388712120888023,0,True,True,True,True
seq_0005,31,64,1,bitflip,,mantissa,0.03125,"[0.01,0.1)",16,0.001888275146484375,0.00690460205078125,0.00690460205078125,True,0.06042480468556641,0.07388305663826074,0,True,True,True,True
seq_0005,31,256,1,numeric,1e-06,,2.25000001e-06,"[1e-06,1e-05)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0005,31,256,1,numeric,1e-05,,2.25000001e-05,"[1e-05,0.0001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0005,31,256,1,numeric,0.0001,,0.00022500000100000002,"[0.0001,0.001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0005,31,256,1,numeric,0.001,,0.00225000001,"[0.001,0.01)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0005,31,256,1,numeric,0.01,,0.0225000001,"[0.01,0.1)",16,0.0002875328063964844,0.002740621566772461,0.002740621566772461,True,0.01277923578247918,0.04821353466855744,0,True,True,True,True
seq_0005,31,256,1,numeric,0.1,,0.225000001,"[0.1,1)",16,0.004021644592285156,0.03836774826049805,0.03836774826049805,True,0.01787397588619247,0.06746927867119083,0,True,True,True,True
seq_0005,31,256,1,bitflip,,sign,4.5,"[1,10)",16,0.08273458480834961,0.7892801761627197,0.7892801761627197,True,0.018385463290740273,0.06939845614961565,0,True,True,True,True
seq_0005,31,256,1,bitflip,,exponent,2.25,"[1,10)",16,0.0413670539855957,0.3946402072906494,0.3946402072906494,True,0.01838535732692325,0.06939824422197437,0,True,True,True,True
seq_0005,31,256,1,bitflip,,mantissa,0.015625,"[0.01,0.1)",16,0.0002875328063964844,0.002740621566772461,0.002740621566772461,True,0.01840209960819727,0.06942749022993165,0,True,True,True,True
seq_0006,4,64,4,numeric,1e-06,,6.8359475e-09,"[0,1e-07)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0006,4,64,4,numeric,1e-05,,6.8359475e-08,"[0,1e-07)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
