prompt_id,layer,ctx,k_kind,rel,bit_class,kv_head,abs_delta_k,max_es_u0,max_es_future,future_amplified,n_queries,fail_s_L1,fail_s_L2,fail_s_L16,fail_s_full
seq_0006,4,64,bitflip,,exponent,4,2.3261489926236028e+36,1.8954161343324406e+35,5.011608714963984e+35,True,16,True,True,True,True
seq_0006,4,64,bitflip,,mantissa,4,3.0517578125e-05,2.86102294921875e-06,6.67572021484375e-06,True,16,False,False,False,False
seq_0006,4,256,numeric,1e-06,,4,7.3828126e-07,0.0,0.0,False,16,False,False,False,False
seq_0006,4,256,numeric,1e-05,,4,7.3828126000000015e-06,0.0,0.0,False,16,False,False,False,False
seq_0006,4,256,numeric,0.0001,,4,7.382812600000001e-05,0.0,0.0,False,16,False,False,False,False
seq_0006,4,256,numeric,0.001,,4,0.0007382812600000001,0.0,0.0,False,16,False,False,False,False
seq_0006,4,256,numeric,0.01,,4,0.007382812600000001,0.0009872913360595703,0.0021255016326904297,True,16,True,True,True,True
seq_0006,4,256,numeric,0.1,,4,0.07382812600000001,0.009378910064697266,0.020192861557006836,True,16,True,True,True,True
seq_0006,4,256,bitflip,,sign,4,1.4765625,0.18658995628356934,0.40172886848449707,True,16,True,True,True,True
seq_0006,4,256,bitflip,,exponent,4,2.512240912033491e+38,inf,inf,False,16,True,True,True,True
seq_0006,4,256,bitflip,,mantissa,4,0.00390625,0.0004937648773193359,0.0010628700256347656,True,16,True,True,True,True
seq_0007,18,64,numeric,1e-06,,7,4.9687500099999995e-06,0.0,0.0,False,16,False,False,False,False
seq_0007,18,64,numeric,1e-05,,7,4.9687500100000007e-05,0.0,0.0,False,16,False,False,False,False
seq_0007,18,64,numeric,0.0001,,7,0.000496875001,0.0,0.0,False,16,False,False,False,False
seq_0007,18,64,numeric,0.001,,7,0.00496875001,0.0,0.0,False,16,False,False,False,False
seq_0007,18,64,numeric,0.01,,7,0.049687500100000004,0.014328598976135254,0.016572952270507812,True,16,True,True,True,True
seq_0007,18,64,numeric,0.1,,7,0.49687500100000004,0.11462867259979248,0.1325826644897461,True,16,True,True,True,True
seq_0007,18,64,bitflip,,sign,7,9.9375,2.2782442569732666,2.635077953338623,True,16,True,True,True,True
seq_0007,18,64,bitflip,,exponent,7,4.96875,1.1391220092773438,1.3175389766693115,True,16,True,True,True,True
seq_0007,18,64,bitflip,,mantissa,7,0.03125,0.007164359092712402,0.008286476135253906,True,16,True,True,True,True
seq_0007,18,256,numeric,1e-06,,7,1.26953135e-07,0.0,0.0,False,16,False,False,False,False
